"idencuesta","c11_w01","c11_w03","c43_w05","c08_01_w01","c08_02_w01","c08_03_w01","c08_04_w01","c08_01_w02","c08_02_w02","c08_03_w02","c08_04_w02","c08_01_w03","c08_02_w03","c08_03_w03","c08_04_w03","c08_01_w04","c08_02_w04","c08_03_w04","c08_04_w04","c08_05_w04","c08_02_w05","c08_04_w05","c08_05_w05","par_mov_w01","par_mov_w02","par_mov_w03","par_mov_w04","par_mov_w05","class_part_3","class_part_4","class_part_5"
8112042,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8112044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,"2","2","1"
8112045,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
8112046,1,1,1,3,1,1,3,2,1,1,1,3,1,1,3,3,4,1,1,4,1,1,1,1,1,1,2,1,"2","2","1"
8112051,1,1,1,1,4,1,1,1,3,1,3,3,3,3,1,1,5,1,1,5,4,1,4,2,1,1,2,2,"3","1","3"
8112054,1,1,2,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,4,1,1,3,1,1,1,2,2,1,"2","2","1"
8112061,2,1,2,3,3,4,3,2,3,4,2,4,1,4,3,1,2,3,2,1,1,2,1,2,2,2,1,1,"3","1","1"
8112065,1,1,1,3,1,1,3,3,3,3,1,3,1,1,4,1,5,1,4,5,1,5,4,1,1,2,2,2,"3","1","3"
8112074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,4,1,1,1,1,1,1,2,1,"2","2","1"
8112075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1,3,1,1,1,1,1,"2","2","4"
8112083,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8304023,1,1,1,1,1,1,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,"2","2","1"
8304032,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8304041,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8304043,1,1,2,3,1,3,3,2,2,2,2,1,1,1,1,2,2,2,3,1,1,3,1,1,1,1,1,1,"2","2","4"
8304051,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,"2","2","4"
8304062,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8304081,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"2","2","1"
8305011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8305022,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8305023,1,1,2,3,1,1,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8305032,2,2,2,-888,-888,-888,-888,1,1,1,1,1,1,1,1,2,4,2,3,3,3,1,1,1,1,1,2,1,"1","3","5"
8305043,2,1,1,5,4,5,5,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,1,1,1,1,"2","2","1"
8305051,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8305052,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,4,2,1,1,1,2,"3","1","1"
8305053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8305071,2,2,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"1","4","5"
8305092,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,"2","2","4"
8305101,2,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"2","2","1"
8305102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8305111,2,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"1","4","5"
8310012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"2","2","4"
8310013,1,1,1,2,3,3,5,2,2,1,1,1,2,1,1,4,4,3,5,4,1,3,1,2,1,1,2,1,"3","1","1"
8310021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8310022,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8310023,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8404013,1,1,2,3,1,3,1,3,1,1,2,5,3,1,2,2,3,1,3,3,2,2,3,1,1,2,1,1,"2","2","1"
8404015,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8404021,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8404023,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,"2","2","4"
8404041,2,1,1,1,1,1,1,3,1,1,3,1,1,1,2,2,1,1,3,1,1,2,1,1,1,1,1,1,"2","2","4"
8404042,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,2,1,1,2,1,1,3,1,1,2,2,1,1,"3","1","1"
8404043,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"2","2","4"
8404062,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8404063,1,1,1,1,1,1,1,3,1,1,2,2,1,1,2,2,3,1,4,3,1,3,1,1,1,1,2,1,"2","2","1"
8404071,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8404072,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8404073,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,"2","2","4"
8404082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8404091,1,1,1,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8404092,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8404103,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8413012,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8413021,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"2","2","4"
8413041,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8413043,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
8413063,1,1,1,4,4,4,5,1,3,1,4,2,4,1,5,1,4,1,4,4,3,4,3,2,2,2,2,2,"3","1","3"
8413064,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8413075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8413081,1,1,1,1,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8413093,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8413111,2,1,1,2,1,1,4,1,1,1,3,1,1,1,3,1,1,1,1,2,1,3,1,2,1,1,1,1,"2","2","1"
8413113,2,2,2,3,3,3,4,1,1,1,1,1,1,1,1,3,1,1,3,1,1,4,3,2,1,1,1,2,"1","3","5"
9101011,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,"1","2","2"
9101013,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,"2","2","4"
9101031,1,2,2,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,"1","4","5"
9101033,1,1,1,3,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"2","2","1"
9101041,1,2,1,4,3,3,4,1,1,1,1,3,3,3,5,1,4,4,4,4,1,5,3,2,1,2,2,2,"3","1","3"
9101051,1,2,2,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"1","4","5"
9101053,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9101062,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9101063,1,1,2,1,1,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9101071,2,1,1,3,3,1,1,2,2,1,1,4,4,1,3,1,2,1,1,2,1,2,2,1,1,2,1,1,"2","2","1"
9101093,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,3,1,1,2,1,1,1,1,1,"2","2","4"
9101101,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9101102,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9101112,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9101113,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,"1","4","5"
9101141,1,1,2,4,2,3,-888,3,3,3,3,1,1,1,1,1,3,1,4,3,1,1,1,2,1,1,2,1,"2","2","1"
9101152,1,1,1,3,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,"2","2","4"
9101161,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9101162,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9101163,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
9101172,1,1,1,3,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,"2","2","1"
9101173,1,2,2,3,2,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
9101181,1,1,1,4,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,1,2,1,1,1,2,"3","1","1"
9101182,1,1,1,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"2","2","1"
9101183,1,1,1,3,2,3,3,1,1,1,1,1,2,1,1,1,4,4,1,3,1,1,1,1,1,1,2,1,"2","2","1"
9101192,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"2","2","4"
9101193,1,1,1,3,1,1,1,3,3,3,3,1,1,1,1,1,2,1,2,3,1,1,3,1,1,1,1,1,"2","2","4"
9101202,1,1,1,3,5,3,4,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"2","2","1"
9101222,1,2,2,4,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,"1","4","5"
9101223,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9102013,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9102032,1,2,1,3,3,1,3,1,1,1,1,1,1,1,2,2,3,1,3,3,1,3,3,1,1,1,1,1,"1","2","4"
9102041,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9102042,1,2,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"1","2","1"
9102051,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
9102052,1,1,1,2,1,1,3,1,1,1,1,3,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,"2","2","4"
9102053,1,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,"2","2","4"
9102071,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,2,1,1,3,1,2,1,2,1,1,"3","1","1"
9102082,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9102112,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
9108011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9108012,1,1,1,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9108013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"2","2","4"
9108031,1,2,1,2,2,1,4,1,1,1,1,3,2,1,2,1,3,3,3,3,1,3,1,2,1,1,1,1,"1","2","1"
9108033,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9108041,2,2,1,3,2,1,2,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,"1","4","5"
9108042,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,"2","2","4"
9108043,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9108063,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
9108073,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,"2","2","4"
9108082,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,2,"2","2","1"
9108083,1,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,"2","2","4"
9108092,1,1,2,2,1,1,-888,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9108101,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,"2","2","1"
9108102,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,3,1,1,4,1,1,1,1,1,2,"2","2","1"
9108111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9109022,1,1,2,1,1,1,1,1,1,1,1,3,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9109031,1,1,2,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"2","2","1"
9109032,1,1,1,4,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"2","2","1"
9109033,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9109041,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"2","2","1"
9109042,2,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9109043,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,"2","2","4"
9109053,1,1,1,3,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9109061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9109063,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9109072,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
9109083,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
9109091,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9109111,1,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9109112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
9109113,1,2,2,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"1","4","5"
9111011,1,2,2,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,"1","4","5"
9111021,1,1,1,1,1,1,4,1,1,1,5,1,1,1,3,2,1,1,3,1,1,4,1,2,2,1,1,2,"3","1","1"
9111023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
9111032,1,1,1,1,3,1,1,4,3,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,"2","2","1"
9111033,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9111041,2,2,2,1,1,1,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
9111042,1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"2","2","4"
9111061,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
9111062,1,1,2,1,2,1,4,3,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,"2","2","1"
9111063,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
9111071,1,1,2,5,2,3,4,1,1,1,1,1,1,1,3,1,1,1,2,1,1,4,1,2,1,1,1,2,"2","2","1"
9111072,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
9111073,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
9111091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9111093,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
9112013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9112021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,"2","2","1"
9112043,1,1,1,1,1,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,"2","2","1"
9201022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9201042,1,1,2,3,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9201043,1,1,1,3,3,1,1,1,1,1,1,4,1,1,1,1,1,1,3,3,1,3,2,1,1,2,1,1,"2","2","1"
9201081,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
9201102,1,1,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,"2","2","4"
9201103,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9201112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9201123,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,"2","2","1"
9201132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9201141,1,1,1,4,5,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,2,1,1,1,2,"3","1","1"
9201161,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9201163,1,1,1,1,1,1,5,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,"3","1","1"
9201172,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,"2","2","4"
9201173,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
9201181,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,"1","4","4"
9201182,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
9201183,2,2,1,1,1,1,1,3,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
9201193,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9201203,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
9201211,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9201212,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,1,2,1,1,2,1,1,1,1,1,1,"2","2","4"
9201213,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
9201223,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9201231,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
9201242,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,"2","2","4"
9201252,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
10101012,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
10101022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
10101032,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,"2","2","4"
10101033,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,2,"1","3","5"
10101043,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
10101061,1,2,1,2,1,1,3,3,1,1,3,3,1,1,3,3,2,1,3,3,1,1,1,1,1,1,1,1,"1","2","4"
10101063,2,1,1,2,3,1,3,1,1,1,3,2,1,1,4,3,3,1,4,3,1,3,3,1,1,2,2,1,"3","1","1"
10101073,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
10101082,1,1,1,2,1,1,3,3,3,3,2,1,1,1,1,3,3,3,4,4,1,3,1,1,1,1,2,1,"2","2","1"
10101091,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
10101092,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
10101093,1,1,1,3,2,1,2,2,3,2,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,"2","2","4"
10101101,2,2,2,1,3,1,1,1,1,1,1,3,3,3,3,2,3,1,1,2,1,2,2,1,1,1,1,1,"1","4","5"
10101103,2,2,1,4,3,2,2,4,1,1,2,1,1,1,1,1,2,2,5,3,1,5,2,2,2,1,2,2,"3","1","3"
10101121,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
10101141,2,1,1,2,4,1,1,1,3,1,1,1,1,1,1,3,1,1,3,3,1,3,3,2,1,1,1,1,"2","2","1"
10101143,1,1,1,1,1,3,1,3,1,3,3,2,1,1,1,1,3,1,4,3,1,5,1,1,1,1,2,2,"3","1","1"
10101152,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,"1","4","5"
10101153,2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,"1","4","5"
10101163,1,1,1,1,3,1,4,3,1,1,3,1,1,1,1,1,3,1,3,3,1,1,1,2,1,1,1,1,"2","2","1"
10101171,1,2,2,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,"1","4","5"
10101181,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,"1","4","5"
10101183,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
