"idencuesta","c11_w01","c11_w03","c43_w05","c08_02_w01","c08_02_w02","c08_02_w03","c08_02_w04","c08_02_w05","estrato_disenno","segmento_disenno","ponderador02_w05","par_mov_w01","par_mov_w02","par_mov_w03","par_mov_w04","par_mov_w05","class_part_4"
8108121,2,2,2,1,1,1,1,1,3,810812,0.621357679367065,1,1,1,1,1,"1"
8108127,1,2,2,1,1,1,2,3,3,810812,0.231371849775314,1,1,1,1,2,"4"
8108131,2,2,1,1,1,1,1,1,3,810813,0.962506830692291,1,1,1,1,1,"1"
8108132,2,2,2,1,1,1,2,1,3,810813,1.72323191165924,1,1,1,1,1,"1"
8108133,1,1,2,1,1,1,1,1,3,810813,0.481253415346146,1,1,1,1,1,"3"
8108135,1,1,1,3,3,2,4,1,3,810813,3.0156557559967,2,2,1,2,1,"4"
8108141,2,2,2,1,1,1,1,1,3,810814,2.8720531463623,1,1,1,1,1,"1"
8108145,1,1,1,1,1,1,1,1,3,810814,1.43602657318115,1,1,1,1,1,"3"
8108147,1,2,1,1,1,1,2,1,3,810814,3.59006667137146,1,1,1,1,1,"1"
8110011,2,2,2,1,1,1,1,1,3,811001,0.481253415346146,1,1,1,1,1,"1"
8110014,2,2,2,1,1,1,3,1,3,811001,0.962506830692291,1,1,1,2,1,"4"
8110022,2,1,1,1,1,1,1,1,3,811002,0.662781536579132,1,1,1,1,1,"3"
8110025,2,2,2,1,1,1,1,1,3,811002,0.994172334671021,1,1,1,1,1,"1"
8110032,2,2,2,1,1,1,1,1,3,811003,0.123398318886757,1,1,1,1,1,"1"
8110033,2,1,2,1,1,1,3,1,3,811003,0.616991579532623,1,1,1,2,1,"4"
8110041,1,1,1,1,1,1,1,1,3,811004,0.115685924887657,1,1,1,1,1,"3"
8110042,2,2,2,3,1,1,2,3,3,811004,0.207119226455688,2,1,1,1,2,"4"
8110043,1,2,2,1,1,1,1,1,3,811004,0.828476905822754,1,1,1,1,1,"1"
8110044,1,2,2,3,2,1,2,1,3,811004,0.578429579734802,2,1,1,1,1,"4"
8110051,2,2,1,1,1,1,1,1,3,811005,6.46211957931519,1,1,1,1,1,"1"
8110061,2,2,1,2,1,1,2,1,3,811006,0.994172334671021,1,1,1,1,1,"1"
8110063,2,2,1,1,1,1,1,1,3,811006,0.55529248714447,1,1,1,1,1,"1"
8110071,2,2,2,1,1,1,1,1,3,811007,0.331390768289566,1,1,1,1,1,"1"
8110072,2,2,1,1,1,1,1,1,3,811007,0.370194941759109,1,1,1,1,1,"1"
8110073,2,2,2,1,1,1,1,1,3,811007,0.185097470879555,1,1,1,1,1,"1"
8110081,2,2,2,3,1,1,1,1,3,811008,0.185097470879555,2,1,1,1,1,"1"
8110083,2,2,2,1,1,1,1,1,3,811008,0.185097470879555,1,1,1,1,1,"1"
8110084,1,1,2,3,3,2,5,1,3,811008,0.497086137533188,2,2,1,2,1,"4"
8110091,2,2,1,1,1,1,1,1,3,811009,1.20313358306885,1,1,1,1,1,"1"
8110094,2,2,2,1,1,1,1,1,3,811009,2.00522255897522,1,1,1,1,1,"1"
8110102,2,2,2,1,1,1,1,1,3,811010,1.29242384433746,1,1,1,1,1,"1"
8110104,2,2,2,2,2,1,3,1,3,811010,0.86161595582962,1,1,1,2,1,"4"
8110105,2,2,2,1,1,1,1,1,3,811010,0.240626707673073,1,1,1,1,1,"1"
8110111,2,2,2,1,1,1,1,1,3,811011,1.44376015663147,1,1,1,1,1,"1"
8110112,2,2,2,1,1,1,1,1,3,811011,0.481253355741501,1,1,1,1,1,"1"
8110114,2,1,1,2,1,3,1,1,3,811011,0.721880078315735,1,1,2,1,1,"3"
8110115,2,2,2,1,1,1,1,1,3,811011,0.481253355741501,1,1,1,1,1,"1"
8110121,2,2,2,1,4,3,5,4,3,811012,0.574410617351532,1,2,2,2,2,"2"
8110124,2,2,2,1,5,3,4,3,3,811012,0.641671180725098,1,2,2,2,2,"2"
8110125,2,1,2,1,1,2,1,1,3,811012,2.29764246940613,1,1,1,1,1,"3"
8110132,2,1,2,3,3,1,4,1,3,811013,0.416469305753708,2,2,1,2,1,"4"
8110145,2,2,1,1,1,1,1,1,3,811014,1.38823103904724,1,1,1,1,1,"1"
8110155,2,2,2,1,2,1,1,2,3,811015,2.48543071746826,1,1,1,1,1,"1"
8111011,2,2,1,1,1,1,1,1,3,811101,0.185097455978394,1,1,1,1,1,"1"
8111014,2,2,1,1,1,1,1,1,3,811101,0.370194911956787,1,1,1,1,1,"1"
8111023,2,2,2,4,3,1,1,1,3,811102,0.248543083667755,2,2,1,1,1,"4"
8111025,2,2,2,1,1,1,1,1,3,811102,0.277646213769913,1,1,1,1,1,"1"
8111033,1,1,2,1,2,1,3,2,3,811103,1.20313358306885,1,1,1,2,1,"3"
8111035,2,2,2,1,1,1,1,1,3,811103,1.20313358306885,1,1,1,1,1,"1"
8111042,2,2,2,1,1,3,3,1,3,811104,0.308495789766312,1,1,2,2,1,"4"
8111044,1,1,1,1,1,1,3,1,3,811104,0.552317976951599,1,1,1,2,1,"3"
8111045,2,2,1,1,1,3,1,1,3,811104,0.616991579532623,1,1,2,1,1,"1"
8111051,2,1,2,1,1,1,1,1,3,811105,0.462743639945984,1,1,1,1,1,"3"
8111053,1,1,1,1,1,1,1,1,3,811105,0.497086137533188,1,1,1,1,1,"3"
8111054,2,2,2,1,1,2,2,1,3,811105,0.0925487354397774,1,1,1,1,1,"1"
8112011,2,2,2,1,1,1,1,1,3,811201,0.347057729959488,1,1,1,1,1,"1"
8112013,2,2,1,1,1,1,1,1,3,811201,0.231371805071831,1,1,1,1,1,"1"
8112014,1,2,2,1,1,1,1,1,3,811201,0.231371805071831,1,1,1,1,1,"1"
8112015,2,2,2,1,1,1,1,1,3,811201,0.231371805071831,1,1,1,1,1,"1"
8112033,2,2,2,1,1,1,1,1,3,811203,2.58484792709351,1,1,1,1,1,"1"
8112034,2,2,2,1,1,1,3,1,3,811203,2.88752031326294,1,1,1,2,1,"4"
8112042,2,2,2,1,1,2,1,1,3,811204,0.601566672325134,1,1,1,1,1,"1"
8112044,2,2,2,1,1,1,1,1,3,811204,1.50391674041748,1,1,1,1,1,"1"
8112045,2,1,2,1,1,1,1,1,3,811204,0.601566672325134,1,1,1,1,1,"3"
8112046,2,2,2,1,1,1,4,1,3,811204,1.6155298948288,1,1,1,2,1,"4"
8112051,2,2,2,4,3,3,5,4,3,811205,0.331390768289566,2,2,2,2,2,"2"
8112054,2,2,1,1,1,1,1,1,3,811205,1.32556307315826,1,1,1,1,1,"1"
8112061,1,2,1,3,3,1,2,1,3,811206,0.331390768289566,2,2,1,1,1,"4"
8112065,2,2,2,1,3,1,5,1,3,811206,0.0925487354397774,1,2,1,2,1,"4"
8112074,2,2,2,1,1,1,3,1,3,811207,0.416469275951385,1,1,1,2,1,"4"
8112075,2,2,2,1,1,1,3,1,3,811207,0.416469275951385,1,1,1,2,1,"4"
8112083,2,1,1,1,1,1,1,1,3,811208,4.81253433227539,1,1,1,1,1,"3"
8304023,2,2,2,1,1,1,1,1,6,830402,0.103352271020412,1,1,1,1,1,"1"
8304032,2,2,1,1,1,1,1,1,6,830403,0.0344507582485676,1,1,1,1,1,"1"
8304041,2,2,1,2,1,1,1,1,6,830404,0.0172253791242838,1,1,1,1,1,"1"
8304043,2,2,1,1,2,1,2,1,6,830404,0.0344507582485676,1,1,1,1,1,"1"
8304051,2,2,1,1,1,1,1,1,6,830405,0.0288635715842247,1,1,1,1,1,"1"
8304062,2,2,1,1,1,1,1,1,6,830406,0.028863575309515,1,1,1,1,1,"1"
8304081,2,2,1,1,1,1,1,1,6,830408,0.0192423835396767,1,1,1,1,1,"1"
8305011,2,2,2,1,1,1,1,1,6,830501,0.047235157340765,1,1,1,1,1,"1"
8305022,2,2,1,1,1,1,1,1,6,830502,0.0375857166945934,1,1,1,1,1,"1"
8305023,2,2,1,1,1,1,1,1,6,830502,0.0262417588382959,1,1,1,1,1,"1"
8305032,1,1,1,-888,1,1,4,3,6,830503,0.0563785769045353,1,1,1,2,2,"3"
8305043,1,2,2,4,1,1,3,1,6,830504,0.112757153809071,2,1,1,2,1,"4"
8305051,2,2,2,3,1,1,1,1,6,830505,0.0209934059530497,2,1,1,1,1,"1"
8305052,2,2,2,4,1,1,1,1,6,830505,0.00939642917364836,2,1,1,1,1,"1"
8305053,2,2,2,1,1,1,1,1,6,830505,0.0657750070095062,1,1,1,1,1,"1"
8305071,1,1,2,3,1,1,1,1,6,830507,0.0563785769045353,2,1,1,1,1,"3"
8305092,2,2,2,1,1,1,1,1,6,830509,0.0187928583472967,1,1,1,1,1,"1"
8305101,1,2,2,1,1,1,1,1,6,830510,0.0157450530678034,1,1,1,1,1,"1"
8305102,2,2,2,1,1,1,1,1,6,830510,0.0104967029765248,1,1,1,1,1,"1"
8305111,1,1,1,1,1,1,1,1,6,830511,0.0314901098608971,1,1,1,1,1,"3"
8310012,2,2,2,1,1,1,1,1,6,831001,0.0144317876547575,1,1,1,1,1,"1"
8310013,2,2,2,3,2,2,4,1,6,831001,0.00962119176983833,2,1,1,2,1,"4"
8310021,2,2,2,1,1,1,1,1,6,831002,0.0344507582485676,1,1,1,1,1,"1"
8310022,2,2,2,1,1,1,1,1,6,831002,0.0258380621671677,1,1,1,1,1,"1"
8310023,2,2,2,1,1,1,1,1,6,831002,0.00481059588491917,1,1,1,1,1,"1"
8404013,2,2,1,1,1,3,3,2,6,840401,0.00124722765758634,1,1,2,2,1,"4"
8404015,2,2,1,1,1,1,1,1,6,840401,0.000623613828793168,1,1,1,1,1,"1"
8404021,2,2,1,1,1,1,1,1,6,840402,0.00187084160279483,1,1,1,1,1,"1"
8404023,2,2,2,1,1,1,1,1,6,840402,0.00502421474084258,1,1,1,1,1,"1"
8404041,1,2,2,1,1,1,1,1,6,840404,0.00242837029509246,1,1,1,1,1,"1"
8404042,2,2,2,1,1,1,1,1,6,840404,0.00242837029509246,1,1,1,1,1,"1"
8404043,2,2,2,1,1,1,1,1,6,840404,0.00203454028815031,1,1,1,1,1,"1"
8404062,2,2,2,1,1,1,1,1,6,840406,0.00249445531517267,1,1,1,1,1,"1"
8404063,2,2,2,1,1,1,3,1,6,840406,0.00781544484198093,1,1,1,2,1,"4"
8404071,2,2,1,1,1,1,1,1,6,840407,0.00685975234955549,1,1,1,1,1,"1"
8404072,2,2,1,1,1,1,1,1,6,840407,0.00914633646607399,1,1,1,1,1,"1"
8404073,2,2,2,1,1,1,1,1,6,840407,0.00457316823303699,1,1,1,1,1,"1"
8404082,2,2,2,1,1,1,1,1,6,840408,0.00111649231985211,1,1,1,1,1,"1"
8404091,2,2,2,3,1,1,1,1,6,840409,0.00457316869869828,2,1,1,1,1,"1"
8404092,2,2,1,1,1,1,1,1,6,840409,0.00914633739739656,1,1,1,1,1,"1"
8404103,2,2,2,1,1,1,1,1,6,840410,0.00685975234955549,1,1,1,1,1,"1"
8413012,2,1,1,1,1,1,1,1,6,841301,0.0160926356911659,1,1,1,1,1,"3"
8413021,1,2,2,1,1,1,1,1,6,841302,0.00163427309598774,1,1,1,1,1,"1"
8413041,1,1,1,1,1,1,1,1,6,841304,0.00292593403719366,1,1,1,1,1,"3"
8413043,2,2,1,1,1,1,1,1,6,841304,0.00245140958577394,1,1,1,1,1,"1"
8413063,2,2,2,4,3,4,4,3,6,841306,0.00299616693519056,2,2,2,2,2,"2"
8413064,2,2,1,1,1,1,1,1,6,841306,0.00536421220749617,1,1,1,1,1,"1"
8413075,2,2,2,1,1,1,1,1,6,841307,0.00490281963720918,1,1,1,1,1,"1"
8413081,2,2,2,3,3,1,1,1,6,841308,0.0147084575146437,2,2,1,1,1,"4"
8413093,2,2,1,1,1,1,1,1,6,841309,0.0179770048707724,1,1,1,1,1,"1"
8413111,1,2,2,1,1,1,1,1,6,841311,0.00146296701859683,1,1,1,1,1,"1"
8413113,1,1,1,3,1,1,1,1,6,841311,0.00326854619197547,2,1,1,1,1,"3"
9101011,2,1,2,1,1,1,1,1,4,910101,3.17343783378601,1,1,1,1,1,"3"
9101013,2,2,1,1,1,1,1,1,4,910101,1.58671891689301,1,1,1,1,1,"1"
9101031,2,1,1,3,1,1,1,1,4,910103,1.28627455234528,2,1,1,1,1,"3"
9101033,2,2,2,1,1,1,1,1,4,910103,2.57254910469055,1,1,1,1,1,"1"
9101041,2,1,2,3,1,3,4,1,4,910104,3.4300651550293,2,1,2,2,1,"4"
9101051,2,1,1,3,1,1,1,1,4,910105,5.1450982093811,2,1,1,1,1,"3"
9101053,2,2,1,2,1,1,1,1,4,910105,2.64453148841858,1,1,1,1,1,"1"
9101062,2,2,1,1,1,1,1,1,4,910106,1.05781257152557,1,1,1,1,1,"1"
9101063,2,2,1,1,2,1,1,1,4,910106,0.857516288757324,1,1,1,1,1,"1"
9101071,1,2,2,3,2,4,2,1,4,910107,1.19003903865814,2,1,2,1,1,"4"
9101093,2,2,2,1,1,1,1,1,4,910109,1.58671891689301,1,1,1,1,1,"1"
9101101,2,2,1,1,1,1,1,1,4,910110,0.99169933795929,1,1,1,1,1,"1"
9101102,2,2,2,1,1,1,1,1,4,910110,0.96470582485199,1,1,1,1,1,"1"
9101112,2,2,2,1,1,1,1,1,4,910111,0.595019519329071,1,1,1,1,1,"1"
9101113,2,1,1,1,1,1,2,2,4,910111,0.793359458446503,1,1,1,1,1,"3"
9101141,2,2,1,2,3,1,3,1,4,910114,0.297509759664536,1,2,1,2,1,"4"
9101152,2,2,2,3,1,1,1,1,4,910115,6.34687566757202,2,1,1,1,1,"1"
9101161,2,2,2,1,1,1,1,1,4,910116,0.396679729223251,1,1,1,1,1,"1"
9101162,2,2,1,1,1,1,1,1,4,910116,1.60784304141998,1,1,1,1,1,"1"
9101163,1,1,2,1,1,1,1,1,4,910116,0.198339864611626,1,1,1,1,1,"3"
9101172,2,2,2,1,1,1,1,1,4,910117,3.4300651550293,1,1,1,1,1,"1"
9101173,2,1,1,2,1,1,1,1,4,910117,8.57516384124756,1,1,1,1,1,"3"
9101181,2,2,2,2,1,1,1,1,4,910118,1.71503245830536,1,1,1,1,1,"1"
9101182,2,2,2,3,4,1,1,1,4,910118,2.57254886627197,2,2,1,1,1,"4"
9101183,2,2,2,2,1,2,4,1,4,910118,1.71503245830536,1,1,1,2,1,"4"
9101192,2,2,1,1,1,1,1,1,4,910119,0.96470582485199,1,1,1,1,1,"1"
9101193,2,2,2,1,3,1,2,1,4,910119,0.793359458446503,1,2,1,1,1,"1"
9101202,2,2,2,5,1,1,1,1,4,910120,1.60784304141998,2,1,1,1,1,"1"
9101222,2,1,1,2,1,1,1,1,4,910122,0.297509759664536,1,1,1,1,1,"3"
9101223,1,2,2,1,1,1,1,1,4,910122,1.19003903865814,1,1,1,1,1,"1"
9102013,2,2,1,1,1,1,1,1,6,910201,0.0684786066412926,1,1,1,1,1,"1"
9102032,2,1,2,3,1,1,3,1,6,910203,0.136957213282585,2,1,1,2,1,"4"
9102041,2,2,1,1,1,1,1,1,6,910204,0.111024454236031,1,1,1,1,1,"1"
9102042,2,1,2,1,1,2,1,1,6,910204,0.0456524081528187,1,1,1,1,1,"3"
9102051,2,1,2,1,1,1,1,1,6,910205,0.111024439334869,1,1,1,1,1,"3"
9102052,2,2,2,1,1,1,1,1,6,910205,0.0456524081528187,1,1,1,1,1,"1"
9102053,2,2,2,1,1,1,1,1,6,910205,0.0913048163056374,1,1,1,1,1,"1"
9102071,2,2,2,1,1,1,1,1,6,910207,0.148032620549202,1,1,1,1,1,"1"
9102082,2,2,2,1,1,1,1,1,6,910208,0.182609632611275,1,1,1,1,1,"1"
9102112,2,1,2,1,1,1,1,1,6,910211,0.182609632611275,1,1,1,1,1,"3"
9108011,2,2,2,1,1,1,2,1,6,910801,0.0867157727479935,1,1,1,1,1,"1"
9108012,2,2,2,2,1,3,1,1,6,910801,0.0433578863739967,1,1,2,1,1,"1"
9108013,2,2,2,1,1,1,1,1,6,910801,0.130073636770248,1,1,1,1,1,"1"
9108031,2,1,2,2,1,2,3,1,6,910803,0.173431515693665,1,1,1,2,1,"4"
9108033,2,2,1,1,1,1,1,1,6,910803,0.0867157578468323,1,1,1,1,1,"1"
9108041,1,1,2,2,1,1,1,1,6,910804,0.281184732913971,1,1,1,1,1,"3"
9108042,2,2,1,1,1,1,1,1,6,910804,0.130073636770248,1,1,1,1,1,"1"
9108043,2,2,1,1,1,1,1,1,6,910804,0.0867157578468323,1,1,1,1,1,"1"
9108063,1,1,1,1,1,1,1,1,6,910806,0.173431545495987,1,1,1,1,1,"3"
9108073,2,2,1,1,1,1,1,1,6,910807,0.173431545495987,1,1,1,1,1,"1"
9108082,2,2,1,1,1,1,1,1,6,910808,0.130073636770248,1,1,1,1,1,"1"
9108083,2,2,1,1,1,1,3,1,6,910808,0.195110455155373,1,1,1,2,1,"4"
9108092,2,2,1,1,1,1,1,1,6,910809,0.173431545495987,1,1,1,1,1,"1"
9108101,2,2,2,4,1,1,1,1,6,910810,0.130073666572571,2,1,1,1,1,"1"
9108102,2,2,2,1,1,1,1,1,6,910810,0.260147333145142,1,1,1,1,1,"1"
9108111,2,2,2,1,1,1,1,1,6,910811,0.520294606685638,1,1,1,1,1,"1"
9109022,2,2,1,1,1,1,2,1,6,910902,0.193389549851418,1,1,1,1,1,"1"
9109031,2,2,1,1,1,1,1,1,6,910903,0.0362605452537537,1,1,1,1,1,"1"
9109032,2,2,2,2,1,1,1,1,6,910903,0.0979821085929871,1,1,1,1,1,"1"
9109033,2,2,1,1,1,1,1,1,6,910903,0.0391928441822529,1,1,1,1,1,"1"
9109041,2,2,1,1,1,1,1,1,6,910904,0.209028497338295,1,1,1,1,1,"1"
9109042,1,2,2,1,3,1,1,1,6,910904,0.161157980561256,1,2,1,1,1,"4"
9109043,2,2,1,1,1,1,1,1,6,910904,0.064463198184967,1,1,1,1,1,"1"
9109053,2,2,2,2,1,1,1,1,6,910905,0.0783856883645058,1,1,1,1,1,"1"
9109061,2,2,2,1,1,1,1,1,6,910906,0.0783856883645058,1,1,1,1,1,"1"
9109063,2,2,2,1,1,1,1,1,6,910906,0.0241736974567175,1,1,1,1,1,"1"
9109072,2,1,2,1,1,1,1,1,6,910907,0.0587892569601536,1,1,1,1,1,"3"
9109083,1,1,2,1,1,1,1,1,6,910908,0.146973162889481,1,1,1,1,1,"3"
9109091,2,2,1,1,1,1,1,1,6,910909,0.0725210979580879,1,1,1,1,1,"1"
9109111,2,2,1,1,1,1,1,1,6,910911,0.0120868487283587,1,1,1,1,1,"1"
9109112,2,2,2,1,1,1,1,1,6,910911,0.0120868487283587,1,1,1,1,1,"1"
9109113,2,1,1,3,1,1,1,1,6,910911,0.0241736974567175,2,1,1,1,1,"3"
9111011,2,1,1,1,1,1,1,1,6,911101,0.857952117919922,1,1,1,1,1,"3"
9111021,2,2,2,1,1,1,1,1,6,911102,0.0643464103341103,1,1,1,1,1,"1"
9111023,2,2,2,1,1,1,1,1,6,911102,0.0661468803882599,1,1,1,1,1,"1"
9111032,2,2,2,3,3,1,1,1,6,911103,0.0643464103341103,2,2,1,1,1,"4"
9111033,2,2,1,1,1,1,1,1,6,911103,0.0661468803882599,1,1,1,1,1,"1"
9111041,1,1,1,1,2,1,1,1,6,911104,0.128692820668221,1,1,1,1,1,"3"
9111042,2,2,1,1,1,1,1,1,6,911104,0.158752515912056,1,1,1,1,1,"1"
9111061,1,1,1,1,1,1,1,1,6,911106,0.22878722846508,1,1,1,1,1,"3"
9111062,2,2,1,2,1,1,1,1,6,911106,0.0705566704273224,1,1,1,1,1,"1"
9111063,1,2,1,1,1,1,1,1,6,911106,0.105834998190403,1,1,1,1,1,"1"
9111071,2,2,1,2,1,1,1,1,6,911107,0.0428976081311703,1,1,1,1,1,"1"
9111072,1,2,1,1,1,1,1,1,6,911107,0.0529175065457821,1,1,1,1,1,"1"
9111073,1,2,1,1,1,1,1,1,6,911107,0.0857952162623405,1,1,1,1,1,"1"
9111091,2,2,2,1,1,1,1,1,6,911109,0.0595321953296661,1,1,1,1,1,"1"
9111093,2,2,2,1,1,1,1,1,6,911109,0.0396881364285946,1,1,1,1,1,"1"
9112013,2,2,2,1,1,1,1,1,4,911201,2.11562538146973,1,1,1,1,1,"1"
9112021,2,2,2,1,1,1,1,1,4,911202,0.528906285762787,1,1,1,1,1,"1"
9112043,2,2,2,1,4,1,1,1,4,911204,6.34687566757202,1,2,1,1,1,"1"
9201022,2,2,2,1,1,1,1,1,5,920102,0.052916057407856,1,1,1,1,1,"1"
9201042,2,2,1,1,2,1,1,1,5,920104,0.105832114815712,1,1,1,1,1,"1"
9201043,2,2,2,3,1,1,1,1,5,920104,0.529160559177399,2,1,1,1,1,"1"
9201081,2,2,1,1,1,1,1,1,5,920108,0.211664259433746,1,1,1,1,1,"1"
9201102,2,2,2,1,1,1,1,1,5,920110,0.257378578186035,1,1,1,1,1,"1"
9201103,2,2,2,1,1,1,1,1,5,920110,0.0857928693294525,1,1,1,1,1,"1"
9201112,2,2,2,1,1,1,1,1,5,920111,0.171585738658905,1,1,1,1,1,"1"
9201123,2,2,1,1,1,1,1,1,5,920112,0.600550055503845,1,1,1,1,1,"1"
9201132,2,2,2,1,1,1,1,1,5,920113,0.211664229631424,1,1,1,1,1,"1"
9201141,2,2,2,5,1,1,1,1,5,920114,0.193033933639526,2,1,1,1,1,"1"
9201161,2,2,2,1,1,1,1,1,5,920116,0.34317147731781,1,1,1,1,1,"1"
9201163,2,2,2,1,1,1,1,1,5,920116,0.171585738658905,1,1,1,1,1,"1"
9201172,2,2,1,1,1,1,1,1,5,920117,0.423328429460526,1,1,1,1,1,"1"
9201173,2,1,2,1,1,1,1,1,5,920117,0.0175880044698715,1,1,1,1,1,"3"
9201181,1,2,1,1,1,1,1,2,5,920118,0.128689289093018,1,1,1,1,1,"1"
9201182,2,1,2,1,1,1,1,1,5,920118,0.026458028703928,1,1,1,1,1,"3"
9201183,1,1,2,1,1,1,1,1,5,920118,0.13229013979435,1,1,1,1,1,"3"
9201193,2,2,1,1,1,1,1,1,5,920119,0.228780955076218,1,1,1,1,1,"1"
9201203,2,1,1,1,1,1,1,1,5,920120,0.0857928693294525,1,1,1,1,1,"3"
9201211,2,2,2,1,2,1,1,1,5,920121,0.0705547481775284,1,1,1,1,1,"1"
9201212,2,2,2,1,3,3,1,1,5,920121,0.211664229631424,1,2,2,1,1,"4"
9201213,2,2,1,1,2,1,1,1,5,920121,0.282218992710114,1,1,1,1,1,"1"
9201223,2,2,1,1,1,1,1,1,5,920122,0.171585738658905,1,1,1,1,1,"1"
9201231,2,2,1,1,1,1,1,1,5,920123,0.141109481453896,1,1,1,1,1,"1"
9201242,1,2,2,1,1,1,1,1,5,920124,0.51475715637207,1,1,1,1,1,"1"
9201252,1,2,1,1,2,1,1,1,5,920125,0.228780955076218,1,1,1,1,1,"1"
10101012,2,2,2,1,1,1,1,1,4,1010101,8.51406860351562,1,1,1,1,1,"1"
10101022,2,2,2,1,1,1,1,1,4,1010102,0.885164439678192,1,1,1,1,1,"1"
10101032,2,2,1,1,1,1,1,1,4,1010103,9.57832717895508,1,1,1,1,1,"1"
10101033,1,1,1,1,1,1,1,1,4,1010103,2.65549325942993,1,1,1,1,1,"3"
10101043,2,1,2,2,1,1,1,1,4,1010104,4.78916358947754,1,1,1,1,1,"3"
10101061,2,1,2,1,1,1,2,1,4,1010106,3.54065775871277,1,1,1,1,1,"3"
10101063,1,2,2,3,1,1,3,1,4,1010106,2.65549325942993,2,1,1,2,1,"4"
10101073,1,2,1,1,1,1,1,1,4,1010107,0.442582219839096,1,1,1,1,1,"1"
10101082,2,2,2,1,3,1,3,1,4,1010108,5.90109634399414,1,2,1,2,1,"4"
10101091,1,1,1,1,1,1,1,1,4,1010109,1.32774651050568,1,1,1,1,1,"3"
10101092,1,1,1,1,1,1,1,1,4,1010109,0.442582219839096,1,1,1,1,1,"3"
10101093,2,2,2,2,3,1,3,1,4,1010109,1.1972907781601,1,2,1,2,1,"4"
10101101,1,1,1,3,1,3,3,1,4,1010110,1.77032887935638,2,1,2,2,1,"4"
10101103,1,1,2,3,1,1,2,1,4,1010110,3.19277596473694,2,1,1,1,1,"3"
10101121,2,1,2,1,1,1,1,1,4,1010112,0.442582219839096,1,1,1,1,1,"3"
10101141,1,2,2,4,3,1,1,1,4,1010114,4.25703477859497,2,2,1,1,1,"4"
10101143,2,2,2,1,1,1,3,1,4,1010114,3.54065775871277,1,1,1,2,1,"4"
10101152,1,1,2,1,1,1,2,1,4,1010115,2.36043858528137,1,1,1,1,1,"3"
10101153,1,1,2,1,1,1,1,2,4,1010115,4.25703430175781,1,1,1,1,1,"3"
10101163,2,2,2,3,1,1,3,1,4,1010116,3.19277596473694,2,1,1,2,1,"4"
10101171,2,1,1,1,1,1,1,1,4,1010117,2.12851715087891,1,1,1,1,1,"3"
10101181,1,1,1,1,1,1,1,1,4,1010118,2.65549373626709,1,1,1,1,1,"3"
10101183,1,1,1,1,1,1,1,1,4,1010118,2.39458203315735,1,1,1,1,1,"3"
10101192,2,1,1,1,1,1,1,1,4,1010119,0.663873434066772,1,1,1,1,1,"3"
10101193,1,2,1,1,1,1,1,1,4,1010119,0.995810031890869,1,1,1,1,1,"1"
10101201,2,2,2,1,1,1,1,2,4,1010120,1.32774686813354,1,1,1,1,1,"1"
10101202,2,2,2,1,1,3,1,1,4,1010120,0.663873434066772,1,1,2,1,1,"1"
10101211,2,2,2,1,1,1,1,1,4,1010121,1.18021929264069,1,1,1,1,1,"1"
10101223,2,1,2,5,1,1,1,1,4,1010122,1.06425857543945,2,1,1,1,1,"4"
10101231,2,2,1,1,1,1,1,1,4,1010123,2.12851715087891,1,1,1,1,1,"1"
10109022,2,2,2,1,1,1,1,1,4,1010902,0.442582219839096,1,1,1,1,1,"1"
10109032,1,2,2,1,1,1,1,1,4,1010903,0.663873314857483,1,1,1,1,1,"1"
10109033,1,1,2,1,1,1,1,1,4,1010903,0.885164439678192,1,1,1,1,1,"3"
11201013,2,2,2,1,1,1,1,1,6,1120101,0.316293656826019,1,1,1,1,1,"1"
11201031,1,2,2,1,1,1,2,1,6,1120103,1.8139226436615,1,1,1,1,1,"1"
11201053,2,2,2,1,1,3,1,1,6,1120105,0.562299907207489,1,1,2,1,1,"1"
11201063,1,1,2,1,1,1,1,1,6,1120106,0.210862457752228,1,1,1,1,1,"3"
11201081,1,1,2,1,4,1,2,3,6,1120108,0.170055255293846,1,2,1,1,2,"4"
11201091,2,2,2,1,3,1,3,1,6,1120109,0.421724915504456,1,2,1,2,1,"4"
11201092,2,2,1,4,1,1,1,2,6,1120109,0.105431228876114,2,1,1,1,1,"1"
11201102,2,2,2,1,1,1,2,2,6,1120110,1.81392276287079,1,1,1,1,1,"1"
11201111,2,2,2,1,1,1,1,1,6,1120111,2.72088408470154,1,1,1,1,1,"1"
13101025,2,2,2,1,1,1,2,1,1,1310102,0.490068703889847,1,1,1,1,1,"1"
13101044,2,2,2,1,1,1,1,1,1,1310104,0.820399224758148,1,1,1,1,1,"1"
13101053,2,2,2,2,2,1,1,1,1,1310105,3.92054963111877,1,1,1,1,1,"1"
13101066,1,1,1,2,1,1,1,1,1,1310106,16.4079837799072,1,1,1,1,1,"3"
13101094,1,2,2,3,3,3,4,2,1,1310109,0.820399224758148,2,2,2,2,1,"2"
13101102,2,1,2,2,1,1,1,1,1,1310110,14.1005201339722,1,1,1,1,1,"3"
13101103,1,2,2,3,4,3,5,4,1,1310110,0.820399105548859,2,2,2,2,2,"2"
13101105,1,2,2,1,1,1,2,1,1,1310110,1.47020590305328,1,1,1,1,1,"1"
13101107,1,2,2,2,1,1,1,1,1,1310110,0.490068674087524,1,1,1,1,1,"1"
13101108,1,2,2,3,3,2,3,1,1,1310110,2.46119713783264,2,2,1,2,1,"4"
